COPPos,ID,,,,,
-565.900811,4916.468693,-1027.477093,1066.523439,-108.4503758,658.6307479,0
-658.0149363,4811.699024,-1025.030868,1080.455638,-108.5743033,665.6455483,0
-660.758189,4783.720309,-1022.450397,1078.091072,-107.695042,661.2626769,0
-642.8729811,4772.893404,-1002.868378,1084.998689,-108.2637665,663.6848957,0
-642.8729811,4772.893404,-988.9508102,1096.194719,-106.6605123,655.8994793,0
-629.6614998,4783.591851,0,,,,0
-431.5251234,4853.798843,0,,,,0
-416.0797456,4824.488766,-534.7813851,922.4079064,0,,
-406.6701758,4831.934473,-358.9216502,805.2907704,0,,
-406.6701758,4831.934473,-492.2760846,910.7942684,0,,
-404.4030323,4833.074785,-483.3567545,917.2686692,0,,
-394.4925268,4840.684934,-477.9035405,920.4728164,0,,
-392.4081028,4842.069937,-465.0797051,920.1381932,0,,
-527.9983644,4760.654414,-460.8746504,924.5440203,0,,
-376.7781377,4826.747127,-452.5888437,927.8704088,0,,
-377.8906522,4840.616038,-451.5963602,936.4718033,0,,
-374.9613374,4842.539385,-449.4840139,943.92798,0,,
-365.6142029,4850.07462,-446.8592148,941.926666,0,,
-367.9782352,4848.227636,-447.3930083,935.3945669,0,,
-350.8335856,4861.190805,-460.0063863,966.7156073,0,,
-339.9008873,4855.055227,-463.299964,971.8654393,0,,
-332.4509006,4860.953266,-426.9483615,949.8861053,0,,
-429.7468346,4807.91065,-458.0404093,948.6553309,0,,
-390.401786,4810.058567,-479.7506993,987.1360805,0,,
-424.1198366,4812.07441,-496.2053619,1026.063594,0,,
-325.6625206,4866.06325,-453.5383448,1004.42649,0,,
-326.9889985,4865.336779,-421.7234971,1037.190695,0,,
-326.9889985,4865.336779,-420.2743117,1046.899217,0,,
-314.3414466,4874.288469,-402.0553853,1045.873503,0,,
-406.4349857,4825.160511,-385.6838491,1056.206763,0,,
-278.1861811,4837.418666,-354.4980012,1047.684127,0,,
-278.1600041,4836.419008,-368.5664309,1084.594934,0,,
-338.2436924,4884.803225,-364.3332092,1092.260341,0,,
-338.2436924,4884.803225,-339.4244804,1072.760118,0,,
-354.7622302,4872.677872,-356.9552949,1077.43925,0,,
-338.8445813,4881.663656,-380.4541441,1102.896949,0,,
-343.158226,4876.518193,-281.5032713,1178.59678,0,,
-343.0623803,4875.522797,-369.0789095,1104.354584,0,,
-340.0036566,4875.539522,-385.9530113,1117.015597,0,,
-336.8970101,4875.058549,-398.7855517,1121.310154,0,,
-346.583066,4866.682538,-384.1838278,1096.767037,0,,
-368.340648,4862.462159,-377.2529152,1110.427796,0,,
-358.8579904,4869.809989,-358.9178783,1195.329201,0,,
-358.3310371,4842.429165,0,,,,
-355.4606587,4828.508604,12.94145214,1482.943532,-663.6205893,680.6382681,0
-364.7717635,4824.348275,60.12400141,1600.526879,-688.440319,686.4442397,0
-385.5479964,4898.851778,95.9595609,1619.201091,-695.8912658,693.7538,0
-342.49603,4808.580115,148.7953066,1640.327632,-692.9415027,689.5305325,0
-374.5329037,4730.975591,178.0763632,1670.28342,-706.6185913,689.8259748,0
-373.6214486,4715.501763,185.8134086,1662.650122,-710.4532824,687.3845648,0
-409.5470834,4689.967877,232.4162054,1695.817389,-715.3767174,678.6510025,0
-426.7987375,4672.987054,254.2585493,1730.362554,-706.2814744,677.2963282,0
-433.0566286,4652.119405,264.8566763,1731.767318,-715.6725552,686.9104585,0
-431.7228239,4635.17181,290.4690938,1739.645982,-716.2438976,680.626748,0
-450.0071412,4631.701393,296.8355528,1729.098526,-710.572168,682.1665947,0
-447.3063322,4618.870735,305.2687051,1737.221487,-702.0383793,673.0957536,0
-446.1733076,4605.920204,304.8126978,1735.287335,-709.8968041,679.9944326,0
-446.3058457,4602.623789,317.579796,1722.910804,-714.1398992,684.1950071,0
-447.3081368,4614.080028,318.1835226,1727.838048,-710.9444907,683.2164896,0
-446.8741626,4604.308347,340.9860926,1728.028906,-712.6114763,683.6333761,0
-442.8004075,4598.498067,337.9034712,1710.439106,-710.8492934,681.8771057,0
-441.2271283,4585.353819,354.6331533,1719.601191,-713.0054816,683.9412069,0
-438.0056612,4592.078025,375.7166523,1704.009476,-712.7976376,684.1583236,0
-443.7329396,4570.917104,382.1858742,1699.801158,-712.8731412,691.1450365,0
-451.5013019,4560.779293,419.4829328,1697.803904,-702.1327197,680.773132,0
-449.6854264,4554.698164,459.528363,1681.607106,-703.365057,676.4923031,0
-456.6743375,4538.048842,474.5196688,1684.036732,-712.6428883,678.4530411,0
-477.4060467,4594.187654,512.8862324,1729.386904,-722.6286963,682.9846368,0
-477.2143552,4592.196862,520.369151,1729.223398,-732.4750879,687.6321317,0
-488.4954616,4581.827143,531.5707333,1737.766859,-719.1298407,673.4595159,0
-430.2515831,4468.333534,554.7192979,1760.073344,-734.8984472,681.9268049,0
-428.4305138,4449.421007,586.2996353,1799.221157,-738.8395679,686.4720848,0
-474.6637517,4516.123927,676.1738234,1857.772311,-739.9834879,679.8790331,0
-468.2875154,4455.458091,661.3372938,1751.122173,-737.7655626,673.943504,0
-496.3658531,4357.818993,672.3594661,1755.572385,-749.3382446,677.9925168,0
-508.0700729,4304.094432,684.4553464,1762.733154,-765.9427735,694.5859671,0
-516.2715262,4235.049183,716.634721,1775.770265,-787.4498449,722.3273342,0
-515.4200752,4230.119248,727.9579315,1778.675287,-788.5932119,730.4181669,0
-511.1527668,4202.953565,727.2837568,1780.568304,-793.2806717,743.1913585,0
-489.2567478,4173.461781,749.8607799,1790.66733,-799.7686092,757.5970138,0
-469.3480122,4163.696818,767.2277918,1787.096531,-802.4339646,767.2466657,0
-450.5516915,4151.128857,772.2816144,1801.759109,-795.8952728,761.8346611,0
-435.931349,4192.12409,792.7604482,1831.568166,-796.0709086,766.797522,0
-432.4594803,4181.344199,816.4180693,1845.187162,-811.3971326,781.7621002,0
-444.3900899,4205.450362,840.8765585,1854.474304,-812.0493786,788.3250925,0
-417.0696152,4189.873085,844.0177102,1864.017217,-816.6934096,792.83412,0
-430.0148802,4195.895756,858.9709051,1853.164369,-814.8033781,796.1152726,0
-433.5241275,4202.48996,880.0978436,1876.796673,-815.6410675,796.6818984,0
-412.1256774,4165.950347,890.0984964,1876.871453,-813.235295,802.0548602,0
-429.6291849,4169.897733,910.935243,1867.694028,-832.275371,817.4732097,0
-427.638115,4168.81667,891.0588762,1940.612238,-844.2572845,827.2932186,0
-430.099563,4174.373081,910.9003254,1951.872822,-842.795713,836.5679945,0
-435.3659485,4175.35696,923.4775065,1941.892412,-856.9529103,856.8912819,0
-436.9911689,4172.957196,948.0756649,1945.4164,-872.5290507,884.8136895,0
-435.5800346,4159.531151,951.3079052,1951.625476,-868.6773116,896.679765,0
-433.5491191,4154.600594,901.7950416,1732.332157,-872.7937961,922.5117002,0
-415.6218151,4150.878018,906.4125278,1741.202266,-889.0246165,956.0162731,0
-402.7006851,4139.818303,913.8005056,1755.394439,-941.00068,998.8339212,0
-401.9508685,4127.463341,974.7206731,1956.497198,-932.7342436,1022.001255,0
-379.0810044,4135.620335,974.0060288,1957.266271,-791.9143351,943.7667539,0
-360.2324496,4118.368973,978.6914568,1967.955048,-879.6942418,1073.462841,0
-360.1888718,4117.870875,984.8203285,1979.983636,-880.33032,1074.234465,0
-353.1442661,4105.718039,982.6084522,1985.458222,-877.38913,1155.216822,0
-351.6568442,4121.359109,984.9159423,1987.805674,-875.5639583,1152.838212,0
-316.9747467,4027.546028,994.447973,1993.42582,-907.665425,1209.364524,0
-316.2158011,4040.756923,993.9206771,2009.840966,-871.6236756,1180.467334,0
-296.4285353,4007.677302,991.9545648,2014.707265,-855.787726,1167.590424,0
-278.0899163,3986.877178,1004.437534,2026.118954,-858.4357969,1192.222933,0
-261.1881398,3976.857246,1027.375784,2043.625174,-911.9382734,1268.696108,0
-259.9074419,3960.919219,1029.684527,2048.060228,-861.4018589,1228.379788,0
-260.2338468,3959.896452,1036.985612,2069.572044,-901.1315811,1301.225974,0
-260.0902322,3960.406551,1044.229608,2076.00107,-895.9536224,1304.823334,0
-260.312288,3961.39337,1042.501769,2082.3075,-900.5127357,1321.671738,0
-240.9863813,3945.237517,1057.264002,2072.603928,-894.5886195,1335.796863,0
-242.0712925,3958.68815,1047.503817,2084.709901,-897.4619473,1359.17605,0
-224.6658149,3954.066796,1049.405155,2083.033691,-894.6038479,1404.246757,0
-225.5327185,3961.023441,1055.362664,2074.280138,-872.4896718,1393.888263,0
-224.5001595,3949.072009,1044.935794,2076.728889,-876.0865175,1428.441284,0
-224.5827022,3942.56187,1044.949865,2073.604089,-883.175158,1455.810105,0
-224.4652547,3947.072314,1035.532292,2062.194737,-872.3064098,1486.776317,0
-225.0141506,3951.544919,1038.583857,2067.933896,-867.6855558,1492.388917,0
-225.3235746,3958.0328,1023.091296,2038.796626,-880.7538308,1534.369456,0
-226.5915986,3978.97841,1035.438264,2030.505265,-871.1069382,1536.367496,0
-206.8103109,3946.175811,1036.44599,2016.052978,-867.9881733,1546.034177,0
-207.2724808,3960.662644,1031.897997,2002.516868,-884.5359413,1575.043259,0
-206.4268894,3944.194381,1001.791122,1995.411621,-865.9348058,1577.966641,0
-207.5514005,3964.651076,1011.848971,1988.85197,-860.4065499,1566.21322,0
-207.7433238,3973.647879,989.075937,1984.120816,-871.4556567,1586.874593,0
-208.2139542,3978.627026,1005.576484,1993.063617,-867.7792798,1596.389914,0
-207.3422905,3964.662035,994.2828646,1980.238728,-860.707974,1598.956772,0
-208.318456,3976.620024,1004.236428,1979.998902,-854.5484283,1604.639995,0
-207.8130271,3973.644226,1004.700388,1977.752916,-862.1936619,1615.815318,0
-190.0794518,3970.598029,1012.452813,1970.367746,-868.4171649,1640.832985,0
-190.2233191,3973.593176,1008.500636,1977.457131,-861.879168,1629.056848,0
-280.6239533,4011.727191,1009.313601,1965.720121,-863.7594866,1663.62952,0
-142.3899465,4077.514574,981.739481,1771.104907,-864.3154408,1665.028027,0
-142.424846,4078.513965,980.2850521,1768.481048,-873.2744564,1680.056644,0
-109.0008128,4162.573101,1016.582629,1962.587898,-886.0604407,1735.187294,0
-70.4902696,4038.384841,1012.000157,1954.266923,-884.5580675,1767.648108,0
-34.82760317,3990.848035,977.861004,1764.107949,-877.5101216,1831.388506,0
-94.88245889,4114.607671,958.1914596,1802.096037,-879.095114,1832.847011,0
-83.95771899,4131.380464,982.9331693,1965.343163,-948.4649287,1949.896919,0
-83.99262513,4135.380311,983.4026408,1966.226111,-903.2675681,1912.680965,0
-77.37263807,4145.655259,984.4049745,1949.570196,-916.383411,1952.995303,0
-72.35767709,4145.368544,972.1193572,1932.467664,-880.2386908,1998.635466,0
-122.6629139,4248.995402,995.377652,1926.731075,-884.3334865,2005.971332,0
-103.7477408,4192.507994,1000.46759,1917.427489,-887.0365526,2016.753178,0
-93.32224901,4215.681172,963.8606957,1775.210568,-889.344024,2026.041831,0
-76.13294393,4227.210785,975.4369559,1759.734851,-906.4869064,2027.449856,0
-67.56228937,4235.725487,978.3458137,1764.982569,-908.5078584,2031.411869,0
-69.80187923,4231.669056,975.4369559,1759.734851,-919.7819295,2033.85683,0
-70.79981564,4241.746038,1103.622252,1886.487651,-925.9474544,2042.596191,0
-53.06749551,4234.32341,1032.771714,1904.530521,-930.8773368,2047.992628,0
-49.20376245,4265.901648,1044.731201,1916.943707,-945.7269927,2056.902184,0
-49.20376245,4277.901648,1047.155249,1921.316806,-962.7937795,2072.708743,0
-46.04471396,4291.908437,974.9521463,1758.860231,-963.6782204,2078.828609,0
-53.13879692,4352.361583,1044.961058,1948.23735,-985.3254479,2112.58171,0
-52.6893999,4377.080769,968.1551246,1783.119922,-987.5011675,2118.30335,0
-19.74606829,4323.5773,973.4038709,1792.78691,-1011.476472,2146.798453,0
22.9020664,4373.351128,1050.570203,1937.868745,-1028.060499,2155.373659,0
39.14723825,4485.829187,1051.468362,1953.304483,-1073.570938,2201.146619,0
78.623091,4504.313867,1061.210521,1961.945823,-1090.069703,2207.922493,0
78.69290063,4508.313257,1059.81864,1968.683782,-1098.081965,2224.031659,0
77.44029487,4449.300713,1101.102242,1936.596349,-1109.775742,2245.569328,0
78.90591426,4479.269418,1086.217438,1950.70607,-1128.186779,2281.625855,0
80.57217752,4516.233289,1086.341555,1971.025487,-1131.097543,2286.319985,0
81.78043056,4545.706582,1086.163277,1970.417538,-1122.195461,2294.392539,0
82.83601575,4571.683206,1093.081396,1982.583167,-1131.821599,2313.054192,0
82.91014478,4584.179532,1092.90008,2003.39989,-1151.828548,2326.804758,0
63.85800098,4623.959527,1089.789165,2019.445499,-1148.577547,2318.935019,0
63.91470685,4629.95787,1100.621325,2040.849315,-1157.419195,2336.864107,0
64.23317223,4633.453168,1102.713,2067.02606,-1166.910272,2356.144631,0
64.31605438,4638.951246,1103.683206,2091.986344,-1172.215261,2366.902084,0
22.50408506,4645.031315,1104.171221,2118.769649,-1173.138582,2368.118451,0
32.06503749,4656.510426,1101.052913,2164.742248,-1181.428591,2385.205113,0
37.60719856,4661.906667,1116.85131,2223.790628,-1195.838901,2389.56444,0
35.47559815,4663.60042,1116.38095,2252.31686,-1206.544449,2411.59378,0
27.54961919,4680.558135,1116.232794,2275.929702,-1210.1606,2419.843991,0
36.4541242,4686.622287,1124.786052,2295.645332,-1200.598414,2426.459775,0
36.4541242,4690.622287,1112.296159,2296.003195,-1213.133145,2453.155057,0
33.90997991,4709.032529,1122.796036,2318.645231,-1222.643701,2474.097673,0
43.23850897,4712.861641,1118.080031,2332.178486,-1213.897569,2483.52486,0
33.48595586,4715.26757,1109.59466,2366.034195,-1225.177969,2507.489032,0
33.48595586,4715.76757,1103.665778,2353.92833,-1216.852612,2519.362597,0
33.90997991,4720.532529,1103.258909,2376.28679,-1209.257046,2532.423159,0
33.90997991,4718.032529,1095.110454,2384.531557,-1216.641567,2549.93153,0
35.6060761,4717.592368,1097.288484,2389.02687,-1221.01835,2560.019526,0
35.18205205,4719.327408,1099.051015,2417.905837,-1213.808002,2573.866172,0
33.90997991,4724.032529,1099.982784,2471.631428,-1224.99261,2600.617747,0
41.96643682,4736.566762,1110.374601,2521.015997,-1215.128384,2609.504433,0
38.99826848,4729.212045,1103.737423,2538.422286,-1217.650912,2617.143086,0
35.18205205,4732.327408,1071.384754,2524.024308,-1222.478219,2628.114465,0
38.15022039,4724.682126,1074.510603,2531.388347,-1208.123082,2628.299704,0
34.33400396,4719.797489,1127.456391,2619.591713,-1212.361448,2637.894529,0
33.48595586,4724.76757,1108.215354,2661.927642,-1209.303492,2631.605107,0
32.21388372,4725.472691,1099.013978,2681.30135,-1215.258139,2644.808235,0
32.63790776,4722.737651,1099.453844,2720.820073,-1213.629,2641.159759,0
32.63790776,4714.737651,1097.768114,2716.647745,-1205.560499,2653.723264,0
38.57424444,4720.447085,1032.415771,2555.318703,-1206.547864,2655.4691,0
36.03010015,4715.357328,1132.805948,2777.740853,-1203.063552,2648.822728,0
36.4541242,4715.622287,1167.737179,2812.680832,-1206.241485,2655.059774,0
36.4541242,4707.622287,1168.111786,2813.608016,-1193.690198,2658.018963,0
38.57424444,4707.947085,1035.787231,2563.663358,-1192.913514,2656.724935,0
41.11838872,4708.036843,1078.395327,2828.322183,-1192.029444,2655.479282,0
41.11838872,4710.536843,1072.96857,2847.713427,-1180.320059,2659.579722,0
32.49135757,4688.271675,1089.702609,2861.000925,-1181.5993,2662.839061,0
40.59143914,4700.735412,1126.252553,2877.168711,-1169.579168,2666.411672,0
32.91767766,4684.032925,1106.484776,2889.304891,-1168.32395,2663.14193,0
32.91767766,4684.032925,1008.247051,2696.679233,-1156.125685,2666.128285,0
38.88615881,4686.690415,1071.898984,2919.529251,-1144.734983,2670.825758,0
36.7545584,4679.384168,1094.671941,2935.382049,-1129.593412,2723.085575,0
31.21239733,4675.987927,1013.747705,2785.248928,-1129.645994,2726.97197,0
31.21239733,4685.487927,1011.100977,2855.261077,-1131.559411,2731.591367,0
36.03524761,4663.184904,1111.681367,3005.213655,-1130.193728,2726.414591,0
36.89241491,4660.199942,1087.597732,3023.045394,-1134.350664,2732.690871,0
43.74975332,4665.320247,1086.109748,3060.374451,-1136.294024,2732.683245,0
43.74975332,4662.320247,1082.888885,3096.054588,-1135.337316,2730.373546,0
83.63664385,4627.040117,1085.49974,3152.30576,-1133.694113,2732.045681,0
77.431283,4702.974864,1092.101878,3175.928383,-1112.106783,2733.300838,0
82.93865391,4618.5523,1088.901321,3214.456345,-1115.757729,2741.361085,0
82.62455844,4598.557783,1095.629942,3238.553035,-1113.322786,2735.33439,0
95.22620251,4686.901603,1108.079054,3278.646789,-1109.963071,2734.828102,0
93.21821066,4694.650232,1113.803235,3297.280675,-1111.6488,2739.000429,0
80.36833164,4604.298636,1130.878379,3297.869543,-1110.522045,2734.259286,0
80.56030811,4615.296961,1125.607132,3329.754983,-1117.253219,2743.110229,0
80.47304608,4610.297722,1132.294781,3349.12364,-1114.167119,2738.400349,0
80.2461648,4597.299702,1136.964744,3361.788347,-1114.167119,2738.400349,0
80.43814127,4608.298027,1133.895415,3399.663393,-1115.290939,2741.181901,0
80.54285571,4614.297113,1137.925184,3410.964622,-1107.905671,2731.688182,0
80.36833164,4604.298636,1138.223075,3410.86495,-1113.88176,2734.765574,0
80.05418833,4586.301378,1139.202246,3413.172651,-1116.414758,2743.963453,0
81.97891775,4582.069053,1148.021341,3484.37514,-1113.792512,2737.473166,0
82.46751071,4595.060524,1160.541424,3520.776143,-1110.245494,2736.503286,0
102.3310828,4573.767128,1158.504712,3565.51088,-1114.535853,2735.40835,0
102.5491797,4578.262369,1160.667831,3572.168275,-1117.440522,2743.573821,0
122.9633292,4578.280092,1156.65061,3559.80454,-1111.083955,2735.650062,0
122.9633292,4575.780092,1205.020496,3699.607156,-1109.118738,2731.762142,0
122.5969775,4579.289685,1095.809149,3584.230225,-1108.369525,2729.907775,0
122.9371612,4582.280777,1094.347291,3579.448702,-1113.233538,2738.041981,0
123.0418331,4582.278036,1098.440495,3592.836968,-1121.264092,2742.299701,0
103.6832838,4611.737623,1099.902353,3597.618492,-1109.398225,2731.477735,0
103.7487128,4618.736195,1205.175835,3813.922626,-1108.744131,2730.834959,0
104.163097,4629.227153,1131.555924,3588.836886,-1111.82436,2731.625655,0
104.0976679,4636.228581,1143.884861,3627.939281,-1116.132335,2742.288269,0
104.6211006,4641.217159,1287.198997,3868.867562,-1109.775767,2734.36451,0
104.8173878,4649.712876,1272.060973,3869.406458,-1115.380186,2738.474309,0
104.9700557,4655.209545,1279.329267,3893.872064,-1112.858932,2737.114798,0
104.9700557,4654.709545,1295.485462,3905.574267,-1108.5627,2734.29055,0
105.3190108,4669.701931,1360.549317,3951.322127,-1116.777621,2737.05227,0
125.8941427,4664.203346,1348.389905,3912.18358,-1121.915249,2740.982885,0
126.0249826,4667.69992,1387.968921,3919.50332,-1109.594336,2737.820101,0
126.6006782,4683.184845,1394.311251,3937.413508,-1118.549662,2736.557414,0
145.9912028,4672.608232,1369.217532,3917.457523,-1130.199536,2732.871764,0
126.3651663,4693.691012,1379.757839,4007.107723,-1120.791429,2738.201334,0
125.9726467,4686.20129,1373.366343,3915.703073,-1133.788772,2737.745958,0
126.3913343,4696.190326,1380.408975,4008.998761,-1126.212894,2733.672379,0
126.0511506,4692.699234,1407.997332,3976.061809,-1130.138557,2735.56779,0
126.4698383,4706.688271,1407.663525,3975.119168,-1130.084912,2725.212023,0
126.6006782,4710.184845,1405.994491,3970.40596,-1132.658532,2723.906389,0
126.6530141,4712.183474,1401.988809,3959.094263,-1120.62299,2709.887825,0
126.2343265,4715.694438,1401.988809,3959.094263,-1115.892029,2702.225726,0
126.5745102,4724.18553,1401.988809,3959.094263,-1123.800579,2705.340986,0
126.2866624,4728.193067,1405.326877,3968.520677,-1130.558294,2695.193837,0
126.6791821,4727.682789,1404.659264,3966.635395,-1126.39448,2629.73972,0
126.3128304,4733.692382,1409.33256,3979.832375,-1132.324514,2614.343485,0
126.2866624,4738.193067,1401.655002,3958.151621,-1143.147413,2609.791004,0
126.3913343,4751.190326,1401.321195,3957.20898,-1140.966905,2605.290377,0
126.3913343,4745.190326,1401.321195,3957.20898,-1136.829508,2596.190728,0
146.6325102,4726.100865,1398.984547,3950.610489,-1134.35825,2590.72602,0
126.4960062,4750.687586,1401.321195,3957.20898,-1142.042309,2578.711808,0
126.6530141,4750.183474,1401.655002,3958.151621,-1148.203407,2592.378252,0
126.4436703,4742.188956,1403.99165,3964.750112,-1153.292645,2575.938972,0
126.9408619,4747.675937,1404.659264,3966.635395,-1155.132377,2578.398028,0
126.6268461,4738.184159,1404.325457,3965.692753,-1154.383164,2576.543661,0
126.4175023,4733.689641,1405.326877,3968.520677,-1165.909492,2574.079999,0
126.4960062,4730.687586,1403.324036,3962.864829,-1173.716882,2560.101869,0
106.3550577,4753.092509,1402.990229,3961.922187,-1170.584107,2552.743706,0
105.8229367,4754.603777,1397.983126,3947.782565,-1164.72739,2540.039504,0
106.1456906,4756.096392,1397.315513,3945.897282,-1162.956587,2535.35436,0
64.77251566,4792.826102,1395.980285,3942.126716,-1164.558628,2539.017005,0
64.54564601,4802.325454,1393.977444,3936.470867,-1179.531555,2513.343641,0
64.2620037,4830.818316,1391.306989,3928.929735,-1190.65381,2505.823325,0
45.28609643,4825.581805,1387.245906,4028.854651,-1197.220966,2489.828198,0
38.59790361,4837.722671,1446.118194,3944.672887,-1208.051685,2483.859562,0
36.67885694,4849.615158,1359.121366,3917.123413,-1214.120251,2554.305741,0
29.52276096,4881.641663,1375.436926,3890.388013,-1253.832884,2511.666122,0
38.48789999,4902.742956,1372.684621,3882.877158,-1287.47648,2490.506974,0
83.87345013,4914.599791,1369.625602,3874.944573,-1335.165694,2408.702673,0
61.08574713,4988.299924,1369.466949,3874.470412,-1400.945028,2476.161955,0
48.99232832,4946.527085,1365.068177,3861.708822,-1372.499115,2371.270387,0
48.90508955,4944.528988,1365.161024,3862.206287,-1424.934591,2417.872789,0
40.42097312,4937.284301,1365.461877,3863.160436,-1423.459822,2336.956982,0
37.96578315,4934.500784,1363.387674,3858.061171,-1461.817255,2349.395771,0
39.6482799,4928.49498,1366.446694,3865.993756,-1431.374473,2326.725936,0
37.90035407,4933.002212,1366.698193,3866.965383,-1425.068459,2316.535622,0
18.66332864,4943.016946,1364.72856,3861.298744,-1427.32104,2296.774886,0
12.99855671,4945.889211,1363.585091,3857.991262,-1462.472603,2287.952732,0
11.22881466,4950.880714,1372.175317,3831.217852,-1470.928261,2279.257936,0
7.547706127,4945.674069,1366.980853,3815.555769,-1477.775428,2264.944103,0
-12.29744675,4951.721773,1366.898727,3815.585255,-1489.394398,2263.652254,0
-12.36288912,4949.22263,1361.513877,3800.522651,-1483.923205,2255.307298,0
-16.7684729,4945.412819,1330.473851,3830.202537,-1493.728904,2247.868066,0
-37.86876246,4950.374257,1330.653035,3830.669327,-1515.019451,2237.189442,0
-53.79013849,4945.358848,1326.848812,3814.493514,-1518.366435,2242.151551,0
-10.89449898,4990.89223,1406.594202,3664.303174,-1522.371475,2228.929432,0
-43.58904481,4994.809806,1325.237845,3747.727958,-1533.106752,2223.67832,0
-97.83024121,4968.413599,1307.472714,3748.148805,-1554.559759,2211.786283,0
-108.7402457,4970.383979,1300.799525,3727.187168,-1556.016029,2213.812835,0
-140.7492159,4970.867389,1274.534998,3702.37597,-1566.117469,2188.090262,0
-113.7179739,5011.081123,1271.064147,3689.830386,-1581.802734,2171.376326,0
-169.820951,4863.035764,1263.542672,3665.467339,-1591.370318,2164.977292,0
-134.9159916,5152.233853,1244.704701,3659.636762,-1603.981547,2143.576826,0
-256.2891777,4890.288832,1218.766205,3632.335563,-1675.311453,2183.308392,0
-357.8890008,4888.841014,1213.046828,3611.599233,-1637.759392,2153.298335,0
-257.7381964,4961.282091,1206.335078,3588.034481,-1663.69831,2134.418152,0
-266.3829147,4954.344861,1190.350779,3594.148856,-1689.526579,2133.42492,0
-302.6182012,4977.058492,1176.636937,3602.613052,-1686.155315,2111.043624,0
-302.3829656,4973.569677,1171.162894,3585.48337,-1686.082921,2031.268834,0
-326.96192,5002.046059,1169.319722,3580.304715,-1709.232195,2024.792841,0
-373.7743981,4998.772013,1161.712117,3558.090731,-1712.236308,1994.275161,0
-360.0542407,5017.621224,1151.339514,3530.472381,-1728.435149,1980.253017,0
-362.4959548,5008.224525,1138.56895,3541.701666,-1725.922408,1976.478206,0
-367.2668711,5079.102061,940.0307718,3508.242601,-1735.951528,1970.90342,0
-373.6461623,5013.816438,1112.828422,3518.706643,-1722.83256,1956.509532,0
-373.6461623,5013.816438,1111.497334,3514.412443,-1728.165453,1962.458288,0
-397.9260502,5021.83682,1093.390044,3511.891554,-1737.051712,1955.099087,0
-400.2334808,5019.493049,1075.306414,3461.530087,-1729.774898,1929.635069,0
-400.7428953,5023.964123,1056.805679,3455.820053,-1734.452393,1934.829954,0
-394.1481615,5013.464973,1028.292418,3420.615302,-1734.957065,1919.440255,0
-394.0089938,5013.475925,1016.368617,3384.01683,-1733.170534,1899.635241,0
-416.3193638,5018.912781,999.3207397,3381.208003,-1750.578239,1900.020114,0
-416.4672663,5019.40198,993.5498127,3363.10819,-1725.932806,1890.690843,0
-439.1766754,5026.119653,981.4981499,3326.016986,-1736.260754,1883.329974,0
-461.8269422,5033.655445,970.0075541,3337.572955,-1732.544954,1878.603437,0
-523.478544,4980.565652,961.5002689,3310.373709,-1741.763701,1855.015451,0
-568.732946,4991.705003,955.5070963,3291.293265,-1737.946219,1833.219161,0
-678.9972519,5157.496169,949.5805031,3272.714098,-1718.509182,1811.722916,0
-715.5415868,5100.895798,946.2861841,3261.177928,-1689.136339,1778.996105,0
-745.1040032,5110.055356,943.2125467,3251.139482,-1675.81999,1778.543186,0
-768.4345969,5118.870132,941.8137346,3246.340376,-1658.015537,1758.951283,0
-798.1154793,5119.393343,939.830705,3239.108141,-1639.260225,1751.867351,0
-801.7301353,5117.482213,939.4387272,3237.139662,-1632.809258,1744.911167,0
-844.6536687,5118.822903,936.1197156,3225.090007,-1614.321521,1722.553106,0
-833.8243092,5125.663328,920.7928194,3229.135281,-1613.150774,1720.913938,0
-833.0411521,5119.714659,922.6480045,3234.323001,-1599.998403,1722.280813,0
-833.693783,5124.671883,918.638802,3221.433392,-1584.364423,1704.767283,0
-860.0754802,5128.568262,920.0674668,3225.703472,-1579.935373,1699.339836,0
-857.4245171,5119.778161,918.4154583,3218.897577,-1584.973117,1691.169136,0
-881.7914599,5133.422725,917.011332,3215.140432,-1582.624822,1687.211839,0
-861.8785978,5150.383411,914.9585906,3206.889531,-1571.537539,1676.377494,0
-925.7368163,5139.728095,912.7278355,3200.249589,-1566.44337,1670.882687,0
-948.2752696,5143.152127,912.2522384,3198.306079,-1544.396519,1661.956433,0
-970.8398093,5119.999042,911.4004468,3195.430497,-1525.736842,1656.2042,0
-1003.915056,5125.821167,926.0407699,3189.497258,-1517.090762,1647.866263,0
-1039.298993,5116.721465,928.0237995,3196.729493,-1505.327426,1634.931986,0
-1085.497439,5118.363913,925.6181531,3189.099757,-1498.99522,1629.893977,0
-1127.703336,5101.556596,927.5727408,3195.298918,-1468.85721,1613.990982,0
-1124.781538,5089.405236,925.8866678,3188.50081,-1452.209753,1596.714589,0
-1124.674219,5087.893135,925.4012208,3188.121623,-1424.188252,1581.434435,0
-1120.62121,5068.82506,926.0654626,3190.010743,-1383.550661,1563.819545,0
-1142.245564,5060.453534,925.4565524,3187.06413,-1389.568765,1604.381088,0
-1142.080875,5058.440725,922.6035966,3178.523409,-1372.183201,1584.381284,0
-1161.847002,5040.542111,924.3240579,3184.270128,-1326.479785,1583.947584,0
-1161.862081,5040.025555,925.4431076,3188.109414,-1299.992305,1575.368171,0
-1153.324056,4995.595322,924.9464129,3186.171458,-1281.355757,1565.505442,0
